File Size,Time
3881.4052734375,15.668
3877.107421875,15.549
3869.0771484375,15.82
3886.5126953125,15.837
3901.9658203125,15.591
3870.6513671875,15.612
3906.0,15.742
3903.22265625,15.667
3898.8076171875,15.923
3903.1923828125,15.967
3902.525390625,15.817
3902.8408203125,15.837
3908.396484375,15.887
3909.2861328125,15.97
3907.6689453125,15.791
3928.8583984375,16.098
3928.73828125,15.645
3926.3046875,15.948
3929.95703125,15.852
3929.99609375,16.092
3932.583984375,15.875
3954.62109375,16.15
3938.7509765625,15.961
3941.669921875,16.116
3950.4052734375,16.238
3948.091796875,16.399
3966.6767578125,15.875
3965.1728515625,16.021
3977.9443359375,15.995
3962.9306640625,16.302
3969.2666015625,15.972
3972.9208984375,16.004
3965.5595703125,15.752
3971.7587890625,16.169
3983.033203125,16.249
3970.3720703125,16.527
3975.173828125,16.108
3986.7900390625,15.923
3985.37890625,15.918
4011.431640625,16.282
4011.544921875,16.038
3999.982421875,16.338
4031.7880859375,16.721
4021.205078125,16.303
4008.0322265625,16.13
4016.8876953125,16.307
4020.98046875,16.185
4022.0478515625,16.252
4023.0419921875,15.944
4007.6884765625,16.102
4021.9267578125,16.195
4049.66015625,16.32
4041.9287109375,16.473
4048.93359375,16.424
4048.669921875,16.123
4047.0869140625,16.332
4047.203125,16.233
4039.7080078125,16.156
4057.4296875,16.372
4067.9453125,16.218
4053.2763671875,16.312
4060.4091796875,16.526
4067.533203125,16.503
4074.3359375,16.589
4074.7939453125,16.287
4076.9619140625,16.71
4062.7509765625,16.527
4087.2236328125,16.555
4072.875,16.359
4086.7724609375,16.393
4085.083984375,16.641
4104.2236328125,16.555
4102.830078125,16.755
4103.3173828125,16.514
4091.634765625,16.465
4099.8974609375,16.698
4125.4501953125,16.848
4111.9443359375,16.676
4120.0087890625,16.688
4120.298828125,16.818
4107.4736328125,16.787
4133.0615234375,16.789
4143.0576171875,16.661
4130.4267578125,16.635
4123.9228515625,16.745
4152.607421875,16.607
4134.91015625,16.523
4166.9833984375,16.773
4145.916015625,17.086
4143.8955078125,16.695
4144.3232421875,16.557
4163.357421875,16.929
4157.6728515625,17.01
4162.2734375,16.984
4167.1259765625,17.007
4152.13671875,16.771
4173.5048828125,16.808
4176.6455078125,17.015
4191.2421875,16.585
4190.8623046875,16.829
4193.8134765625,17.068
4196.23046875,17.032
4199.583984375,16.758
4187.2998046875,16.813
4196.3310546875,16.917
4185.8330078125,16.879
4210.4638671875,16.879
4211.998046875,17.038
4209.376953125,17.055
4211.50390625,16.739
4211.8828125,16.879
4217.9267578125,17.292
4221.9951171875,17.014
4227.6748046875,17.098
4242.03515625,17.06
4238.796875,17.208
4241.2861328125,16.991
4228.73046875,17.018
4251.16796875,17.132
4242.0859375,17.201
4242.3984375,17.312
4263.2041015625,17.376
4261.0673828125,17.229
4238.5830078125,17.22
4270.607421875,18.021
4259.6845703125,17.204
4269.9677734375,17.212
4252.490234375,17.059
4271.8984375,17.147
4281.12109375,17.538
4273.5654296875,17.036
4276.2958984375,17.2
4285.9384765625,17.234
4279.0830078125,17.48
4291.107421875,17.609
4276.98828125,17.391
4293.7490234375,17.298
4304.267578125,17.357
4297.8212890625,17.289
4305.1064453125,17.417
4324.138671875,17.103
4306.34375,17.181
4333.970703125,17.256
4334.8525390625,17.638
4334.119140625,17.67
4322.162109375,17.516
4324.03125,17.254
4349.2333984375,17.304
4324.9345703125,18.431
4323.751953125,17.784
4353.7841796875,17.595
4350.1826171875,21.028
4346.2529296875,19.019
4341.0673828125,17.322
4341.8427734375,23.662
4362.2529296875,18.666
4355.11328125,17.624
4375.67578125,18.026
4372.18359375,17.728
4373.546875,18.474
4364.55859375,17.44
4368.4580078125,17.559
4399.375,17.681
4380.76171875,17.842
4391.908203125,17.638
4388.34375,17.667
4378.73828125,17.609
4392.7265625,17.769
4398.23828125,17.926
4398.6650390625,17.669
4406.2890625,17.859
4408.853515625,17.661
4410.86328125,17.921
4403.6484375,17.782
4405.78125,17.882
4426.35546875,18.152
4427.3056640625,18.755
4422.3369140625,17.99
4431.4697265625,17.847
4429.650390625,17.734
4441.046875,17.79
4443.0341796875,17.867
4441.755859375,17.807
4447.4833984375,17.98
4437.7705078125,17.846
4450.2626953125,18.036
4456.8505859375,17.841
4470.513671875,18.05
4453.7353515625,17.927
4456.1240234375,18.237
4460.4736328125,17.964
4469.7802734375,17.949
4450.4580078125,17.791
4474.892578125,17.997
4469.935546875,17.883
4495.8974609375,17.992
4477.6484375,18.266
4494.822265625,18.126
4489.29296875,18.372
4491.587890625,18.296
4501.8369140625,18.079
4495.283203125,18.387
4515.0625,18.099
4495.3515625,18.042
4498.603515625,17.99
4513.5361328125,18.374
4518.34375,18.007
4532.22265625,18.203
4517.6376953125,18.794
4516.34375,18.295
4524.943359375,18.17
4521.72265625,18.201
4529.8466796875,18.497
4549.8974609375,18.424
4539.400390625,18.078
4541.83984375,18.519
4548.1708984375,18.462
4555.1943359375,18.487
4538.56640625,18.308
4556.2412109375,18.667
4565.400390625,18.28
4567.65625,18.49
4558.595703125,18.388
4574.9228515625,18.371
4565.1298828125,18.51
4578.138671875,18.508
4561.7861328125,18.334
4578.013671875,18.326
4593.703125,18.593
4590.298828125,18.784
4580.1201171875,18.501
4595.7099609375,18.498
4607.2333984375,19.011
4596.7822265625,18.396
4609.5849609375,18.832
4621.9052734375,18.794
4604.400390625,18.678
4621.833984375,18.431
4618.458984375,18.815
4627.9189453125,20.391
4614.8515625,19.199
4629.2197265625,18.78
4624.125,18.835
4619.59375,18.767
4630.7822265625,19.544
4631.55859375,18.636
4642.5380859375,18.918
4637.8818359375,18.806
4631.1845703125,18.467
4635.1875,18.605
4661.70703125,18.538
4659.98046875,18.724
4642.3271484375,19.076
4661.4365234375,18.834
4676.26171875,19.144
4664.701171875,18.73
4660.66015625,19.198
4682.2197265625,18.569
4672.7822265625,18.996
4679.1142578125,18.67
4679.1943359375,18.685
4679.337890625,18.828
4687.9873046875,18.58
4694.298828125,19.087
4704.8798828125,18.912
4689.892578125,18.63
4690.53515625,19.124
4703.494140625,19.291
4699.5703125,19.203
4710.8525390625,19.007
4715.5517578125,19.423
4703.234375,19.378
4714.8837890625,19.04
4723.3974609375,19.391
4718.888671875,19.153
4730.2568359375,18.929
4730.3017578125,19.204
4749.1416015625,19.121
4738.98046875,19.363
4745.4794921875,19.083
4745.07421875,19.064
4754.970703125,19.372
4770.08984375,19.736
4773.1748046875,19.317
4736.970703125,19.151
4767.0654296875,19.305
4763.251953125,19.221
4764.791015625,19.609
4783.5576171875,19.316
4775.025390625,19.117
4770.7255859375,19.528
4778.6015625,19.952
4778.341796875,19.023
4786.369140625,19.694
4788.8037109375,19.227
4795.28515625,19.052
4784.1298828125,19.655
4817.0625,19.348
4785.0263671875,19.329
4795.3193359375,19.383
4809.1728515625,19.571
4807.9765625,19.054
4824.0078125,19.887
4825.7099609375,19.536
4810.248046875,19.206
4840.0283203125,19.311
4838.525390625,19.635
4812.90625,19.365
4835.564453125,19.616
4845.8388671875,19.458
4859.5029296875,19.385
4854.423828125,19.48
4829.8251953125,19.484
4843.2412109375,19.471
4859.9375,19.511
4840.8994140625,19.633
4863.7978515625,19.575
4858.1943359375,19.771
4872.791015625,20.924
4873.0087890625,20.17
4873.32421875,20.313
4870.0390625,20.554
4887.3466796875,20.404
4884.4443359375,19.816
4890.0390625,20.314
4882.462890625,19.958
4884.392578125,20.278
4883.8984375,20.355
4892.55078125,20.419
4891.0,19.883
4901.91015625,20.596
4897.1982421875,19.891
4907.1259765625,19.644
4908.0947265625,20.601
4902.1103515625,20.084
4914.3193359375,21.996
4930.6796875,19.554
4927.455078125,19.671
4900.1494140625,19.997
4935.849609375,19.685
4939.9423828125,19.829
4928.8203125,20.209
4928.7373046875,20.156
4945.595703125,19.769
4947.072265625,19.684
4936.099609375,20.182
4948.478515625,20.092
4947.6943359375,19.798
4945.3203125,19.934
4973.9033203125,20.472
4954.041015625,19.748
4966.919921875,19.659
4968.8203125,20.408
4969.7431640625,19.675
4969.5087890625,20.437
4980.17578125,19.939
4991.857421875,20.135
4983.537109375,19.899
4958.7265625,19.73
4992.828125,19.897
4980.8173828125,20.106
4991.2265625,19.863
5006.7060546875,19.974
4995.4443359375,20.044
5006.412109375,20.101
5029.427734375,20.42
5004.96484375,20.293
5008.0458984375,20.068
5011.4716796875,20.467
5034.4873046875,20.199
5038.4560546875,20.4
5027.5029296875,20.059
5028.0712890625,20.567
5055.2236328125,20.304
5040.6923828125,20.419
5047.6875,21.581
5058.0654296875,22.461
5050.560546875,20.193
5053.005859375,21.661
5067.0751953125,21.595
